gtdb_genome_representative	aquatic_habitat	host_associated	soil_habitat
RS_GCF_014336955.1			
GB_GCA_002432095.1	0	0	1
GB_GCA_002339165.1	1	0	0
GB_GCA_002338445.1	1	0	0
GB_GCA_018607525.1	1	0	0
GB_GCA_905478815.1	1	0	0
GB_GCA_905182265.1	1	0	0
GB_GCA_018663035.1	1	0	0
GB_GCA_018607445.1	1	0	0
GB_GCA_018607455.1	1	0	0
GB_GCA_001438605.1	1	0	0
GB_GCA_017858135.1	1	0	0
GB_GCA_000153445.1	1	0	0
GB_GCA_000511875.1	1	0	0
GB_GCA_002430185.1	1	0	0
GB_GCA_018654575.1	1	0	0
GB_GCA_014381985.1			
GB_GCA_012960115.1			
GB_GCA_905182275.1	1	0	0
GB_GCA_018607605.1	1	0	0
GB_GCA_004211905.1	1	0	0
GB_GCA_004535795.1	1	0	0
GB_GCA_003235325.1	1	0	1
GB_GCA_002388905.1			
GB_GCA_002702725.1	1	0	0
GB_GCA_018069525.1	0	0	1
GB_GCA_016708925.1	0	0	1
GB_GCA_002431545.1			
GB_GCA_002162815.1	1	0	0
GB_GCA_002162755.1	1	0	0
GB_GCA_002746135.1	1	0	0
GB_GCA_018069465.1	0	0	1
RS_GCF_000744735.1	1	0	0
GB_GCA_002707685.1	1	0	0
GB_GCA_002390285.1	1	0	0
GB_GCA_018066715.1	0	0	1
GB_GCA_002746985.1	1	0	0
GB_GCA_905181945.1	1	0	0
GB_GCA_009922595.1	1	0	0
GB_GCA_018698975.1	1	0	0
GB_GCA_903887045.1	1	0	0
GB_GCA_903860295.1	1	0	0
GB_GCA_903837345.1	1	0	0
GB_GCA_002414385.1	1	0	0
GB_GCA_002746215.1	1	0	0
GB_GCA_002416505.1	1	0	0
GB_GCA_903889815.1	1	0	0
GB_GCA_001802565.1			
GB_GCA_903862645.1	1	0	0
RS_GCF_001642735.1	1	0	0
GB_GCA_002706685.1	1	0	0
RS_GCF_001444425.1	1	1	0
RS_GCF_001758195.1			
GB_GCA_011050365.1	0	0	1
GB_GCA_002388485.1	1	0	0
GB_GCA_004535785.1	1	0	0
GB_GCA_016764875.1			
GB_GCA_009836015.1	0	1	0
GB_GCA_002730035.1	1	0	0
GB_GCA_012103535.1	1	1	0
GB_GCA_016779645.1	1	0	0
GB_GCA_008081045.1	1	0	0
GB_GCA_015659905.1			
GB_GCA_018655125.1	1	0	0
GB_GCA_905478195.1	1	0	0
GB_GCA_013204155.1	1	0	0
GB_GCA_002402175.1	1	0	0
GB_GCA_009692305.1	1	0	0
GB_GCA_018401885.1	1	0	0
GB_GCA_017853205.1	1	0	0
GB_GCA_015659705.1	1	0	0
GB_GCA_017854235.1	1	0	0
GB_GCA_019090615.1	1	0	0
GB_GCA_016763855.1			
GB_GCA_018656865.1	1	0	0
GB_GCA_017642855.1	1	0	0
GB_GCA_016779585.1	1	0	0
GB_GCA_017857415.1	1	0	0
GB_GCA_012960535.1			
GB_GCA_018666555.1	1	0	0
GB_GCA_002690865.1	1	0	0
GB_GCA_007130155.1	1	0	1
GB_GCA_007131295.1	1	0	1
GB_GCA_007694905.1	1	0	0
GB_GCA_905480535.1	1	0	0
GB_GCA_009886205.1	1	0	0
GB_GCA_002470275.1	1	0	0
GB_GCA_012269545.1			
GB_GCA_009936775.1	1	0	0
GB_GCA_002348385.1	1	0	0
GB_GCA_009835805.1	0	1	0
GB_GCA_016874135.1	1	0	0
GB_GCA_019090385.1	1	0	0
GB_GCA_002366835.1	1	0	0
GB_GCA_013043915.1			
RS_GCF_001676655.1	1	0	0
GB_GCA_018066805.1	0	0	1
RS_GCF_003387535.1			
RS_GCF_000420045.1			
RS_GCF_002943415.1	1	0	0
RS_GCF_004217445.1			
RS_GCF_003051055.1			
GB_GCA_016721165.1	0	0	1
GB_GCA_006546595.1	1	0	0
GB_GCA_014378805.1			
RS_GCF_003351745.1	1	0	0
RS_GCF_000619845.1			
RS_GCF_004377485.1	0	1	0
RS_GCF_001982605.1			
GB_GCA_004173455.1	0	1	0
GB_GCA_001626925.1	1	0	0
RS_GCF_900096915.1			
GB_GCA_008017315.1	1	0	0
RS_GCF_001753595.1	0	1	0
RS_GCF_900096995.1			
RS_GCF_002174125.1	0	1	0
RS_GCF_000162115.1	0	1	1
RS_GCF_000368565.1	1	1	1
RS_GCF_902825285.1			
RS_GCF_001707755.1			
RS_GCF_001605895.1	1	0	0
RS_GCF_002135435.1	1	0	1
RS_GCF_000373725.1	1	1	1
RS_GCF_002135415.1	1	0	0
RS_GCF_002135345.1	1	0	1
RS_GCF_002135235.1	1	0	1
RS_GCF_015602665.1	0	1	0
RS_GCF_002135335.1	0	0	1
RS_GCF_000367925.1	1	0	1
RS_GCF_004331285.1	0	0	1
RS_GCF_013004275.1	1	1	1
RS_GCF_013004435.1	1	0	1
RS_GCF_001647545.1	1	1	1
RS_GCF_000816495.1	1	1	0
RS_GCF_902753875.1			
RS_GCF_002135355.1	1	0	1
GB_GCA_002455755.1			
GB_GCA_002365595.1			
RS_GCF_004331195.1	1	0	1
RS_GCF_013420235.1	1	1	1
RS_GCF_013417635.1	1	0	0
RS_GCF_011174715.1	0	1	0
RS_GCF_011191955.1	0	1	0
GB_GCA_018883945.1	0	1	0
RS_GCF_001612555.1	0	0	1
RS_GCF_000413875.1	0	1	1
GB_GCA_900771065.1			
RS_GCF_007558235.1	0	1	0
RS_GCF_012371315.1			
RS_GCF_000368785.1	1	1	1
GB_GCA_002296655.1			
RS_GCF_003231195.1	1	1	1
RS_GCF_000368805.1	1	1	1
RS_GCF_000219275.1	0	1	0
RS_GCF_002795165.1	0	0	1
RS_GCF_000400735.1	1	1	1
RS_GCF_004331035.1	1	0	1
RS_GCF_009601085.1	0	1	0
RS_GCF_014837015.1			
RS_GCF_019038395.1			
RS_GCF_000162095.1	1	1	1
GB_GCA_000369105.1	1	1	1
RS_GCF_001647675.1	0	1	0
RS_GCF_000773685.1	0	1	0
RS_GCF_000580795.1	0	1	0
RS_GCF_002688565.1	0	1	0
RS_GCF_000368625.1	1	1	1
RS_GCF_003711395.1	0	1	0
RS_GCF_013417785.1	0	1	0
RS_GCF_013417465.1	0	1	0
RS_GCF_002135295.1	1	0	1
RS_GCF_009372215.1	0	1	0
RS_GCF_009707625.1			
RS_GCF_003611465.1			
RS_GCF_003611515.1			
RS_GCF_003611575.1			
RS_GCF_002135375.1	0	0	1
RS_GCF_001307195.1			
RS_GCF_004209355.1			
RS_GCF_003268395.1			
RS_GCF_902809855.1			
RS_GCF_902809895.1	0	1	0
RS_GCF_000368505.1	0	1	0
RS_GCF_000368485.1	1	1	1
RS_GCF_003611475.1			
RS_GCF_002233755.1	0	1	0
RS_GCF_001704115.1			
RS_GCF_000413895.1	0	0	0
RS_GCF_006352475.1	0	1	0
RS_GCF_004345325.1			
RS_GCF_900625095.1			
RS_GCF_016624945.1			
RS_GCF_009372255.1	0	1	0
RS_GCF_000369885.1	0	1	0
RS_GCF_000368705.1	0	1	1
RS_GCF_000046845.1	1	0	1
GB_GCA_016888825.1			
GB_GCA_016888805.1			
RS_GCF_000162075.1	1	1	1
RS_GCF_008630915.1	0	0	1
RS_GCF_000164055.1	0	1	0
RS_GCF_000805455.1	0	1	0
RS_GCF_000580655.1	0	1	1
RS_GCF_000369405.1	1	1	0
RS_GCF_000413855.1	1	1	1
RS_GCF_000302415.1	0	1	1
RS_GCF_000413935.1	0	1	0
RS_GCF_000368985.1	1	1	1
RS_GCF_003687745.1	0	1	0
RS_GCF_000369425.1	1	1	0
RS_GCF_000374425.1	1	0	1
GB_GCA_003987695.1	1	0	0
RS_GCF_000271425.1	1	0	0
RS_GCF_000368025.1	0	1	0
GB_GCA_014705985.1	0	1	0
GB_GCA_000015425.1	1	1	1
RS_GCF_000576535.1	0	1	0
RS_GCF_002055515.1			
RS_GCF_000162035.1	1	1	1
RS_GCF_000309015.1	0	1	1
RS_GCF_000191145.1	1	1	1
RS_GCF_000369045.1	1	1	1
RS_GCF_000368605.1	1	1	0
RS_GCF_000301695.1	1	1	1
RS_GCF_000488215.1	0	1	0
RS_GCF_015627205.1	0	1	0
RS_GCF_900197575.1			
RS_GCF_015627105.1	0	1	0
RS_GCF_900096955.1			
RS_GCF_015627165.1			
RS_GCF_003261585.1	0	0	1
RS_GCF_008980645.1	0	1	0
RS_GCF_004331065.1	1	0	1
RS_GCF_000368645.1	1	0	1
RS_GCF_001591265.1	0	1	0
RS_GCF_000379845.1	0	1	0
GB_GCA_000175915.1	1	1	1
RS_GCF_002014985.1			
RS_GCF_002014855.1	0	1	0
RS_GCF_002014825.1			
RS_GCF_900156515.1	0	1	0
RS_GCF_001064405.1			
RS_GCF_000092265.1	0	1	0
RS_GCF_001656355.1			
RS_GCF_000988615.1	0	1	1
RS_GCF_001679155.1			
RS_GCF_001591245.1	0	1	0
RS_GCF_002027555.1	0	1	0
RS_GCF_000426885.1			
RS_GCF_001598275.1			
RS_GCF_002014765.1			
GB_GCA_018260445.1	0	1	0
RS_GCF_000382145.1			
RS_GCF_003209315.1			
GB_GCA_000213615.1	0	1	0
GB_GCA_018260395.1	0	1	0
RS_GCF_900162815.1			
RS_GCF_000685805.1			
RS_GCF_900162825.1			
RS_GCF_004335015.1	0	1	0
RS_GCF_904848165.1	0	0	1
RS_GCF_904846145.1			
RS_GCF_018919485.1			
RS_GCF_014119005.1			
RS_GCF_001298525.1	0	0	1
RS_GCF_904846545.1	1	0	1
RS_GCF_007997305.1	0	0	1
RS_GCF_904846045.1	0	0	1
RS_GCF_904846575.1			
RS_GCF_017498085.1			
RS_GCF_001593285.1	0	1	0
RS_GCF_001921745.1			
RS_GCF_008369115.1	1	0	0
RS_GCF_904846295.1	1	0	0
RS_GCF_904846335.1	0	0	1
RS_GCF_904846285.1	1	0	0
GB_GCA_002453355.1			
GB_GCA_002414005.1			
RS_GCF_014897785.1	0	0	1
GB_GCA_002377905.1			
RS_GCF_900168255.1	0	1	0
RS_GCF_000012305.1			
RS_GCF_904846215.1			
RS_GCF_000013905.1	1	0	1
RS_GCF_014861365.1			
GB_GCA_904846535.1	1	0	0
RS_GCF_001435295.1	1	1	0
RS_GCF_014897175.1			
RS_GCF_015864635.1	1	0	1
RS_GCF_015277735.1			
RS_GCF_904846225.1			
RS_GCF_016107545.1	1	0	0
RS_GCF_900163785.1	0	0	0
RS_GCF_001606025.1	0	0	0
RS_GCF_003350005.1	1	1	1
RS_GCF_904846415.1			
RS_GCF_001921765.1	1	0	1
GB_GCA_904846375.1	1	0	1
RS_GCF_000471625.1			
RS_GCF_904846715.1			
RS_GCF_904846095.1	1	1	1
RS_GCF_017942195.1	1	0	1
RS_GCF_017498075.1	1	0	0
RS_GCF_904846315.1			
RS_GCF_904846085.1	1	1	0
RS_GCF_904846035.1	0	0	1
RS_GCF_016464015.1			
RS_GCF_904846055.1			
RS_GCF_012847335.1			
GB_GCA_019090455.1	1	0	0
GB_GCA_000198515.1			
GB_GCA_002162955.1	1	0	0
GB_GCA_013178375.1			
RS_GCF_009746715.1	1	0	0
GB_GCA_002701845.1	1	0	0
GB_GCA_003671475.1	1	0	0
RS_GCF_002863865.1	1	0	0
GB_GCA_003671495.1	1	0	0
GB_GCA_002708905.1	1	0	0
GB_GCA_018262975.1	0	0	1
RS_GCF_000300995.1	1	0	0
RS_GCF_000475295.1	1	0	1
RS_GCF_009882945.1			
RS_GCF_000756665.1	1	0	1
RS_GCF_009601165.1			
GB_GCA_017794965.1			
RS_GCF_000009365.1	1	0	1
GB_GCA_003577525.1			
GB_GCA_002733835.1	1	0	0
RS_GCF_000155615.1	1	1	0
RS_GCF_000756655.1	1	0	1
GB_GCA_003862375.1	1	0	1
GB_GCA_014762765.1	0	0	1
GB_GCA_017795205.1	1	0	0
RS_GCF_009846745.1	1	0	0
RS_GCF_000300005.1	0	1	0
RS_GCF_000475175.1	1	0	0
RS_GCF_002864685.1	1	0	1
GB_GCA_017794945.1			
RS_GCF_015356855.1	1	0	0
GB_GCA_015660495.1			
RS_GCF_005938655.1	1	0	1
RS_GCF_016906305.1			
RS_GCF_015265435.1	1	0	0
GB_GCA_013128495.1	1	0	0
RS_GCF_016785095.1			
GB_GCA_018067045.1	0	0	1
RS_GCF_009846755.1	1	0	0
RS_GCF_003259185.1	1	0	0
GB_GCA_013823245.1	1	0	0
GB_GCA_002354735.1	1	0	0
GB_GCA_016716085.1	0	0	1
RS_GCF_000012985.1	1	0	0
RS_GCF_018986435.1	0	1	0
RS_GCF_004014695.1	1	1	0
RS_GCF_002260525.1	0	0	1
RS_GCF_000376785.1			
RS_GCF_002514725.1	0	0	1
GB_GCA_018334495.1	0	0	1
RS_GCF_011074795.1	1	0	1
RS_GCF_011074955.1	0	0	1
RS_GCF_009193265.1	1	0	1
RS_GCF_900114775.1			
RS_GCF_900106945.1			
RS_GCF_001752365.1			
GB_GCA_014359475.1			
RS_GCF_012070355.1	0	0	1
RS_GCF_900111555.1			
RS_GCF_014651935.1			
RS_GCF_000170835.1	0	1	0
RS_GCF_003997005.1	1	1	1
GB_GCA_001314605.1			
RS_GCF_003344045.1	1	0	0
RS_GCF_012956055.1	1	0	0
RS_GCF_008795955.1	0	0	1
RS_GCF_005298175.1			
RS_GCF_004785685.1	1	0	0
RS_GCF_008795985.1			
RS_GCF_017301335.1			
RS_GCF_000347775.1	1	0	1
GB_GCA_018623515.1	1	0	0
RS_GCF_900114925.1			
RS_GCF_013371285.1			
RS_GCF_000284615.1	1	1	0
RS_GCF_003007675.1	1	0	0
RS_GCF_000421165.1			
RS_GCF_000475255.1	1	0	0
GB_GCA_014859525.1	0	0	1
RS_GCF_003007685.1	1	0	0
GB_GCA_001314845.1			
RS_GCF_003336705.1	1	0	1
RS_GCF_004353225.1	1	0	0
RS_GCF_016427555.1			
RS_GCF_001574445.1	1	1	1
GB_GCA_002693645.1	1	0	0
RS_GCF_014201735.1			
RS_GCF_002934325.1			
RS_GCF_014652295.1			
GB_GCA_013393545.1			
RS_GCF_000708045.1	1	0	0
RS_GCF_008370345.1			
RS_GCF_003441595.1	1	0	1
RS_GCF_001045555.1			
RS_GCF_002744735.1	1	0	1
RS_GCF_900115175.1			
RS_GCF_018860425.1			
RS_GCF_001717765.1	1	1	1
RS_GCF_008107725.1	0	0	1
RS_GCF_900188435.1			
RS_GCF_016758285.1	0	1	1
RS_GCF_001854125.1			
RS_GCF_005871205.1	1	1	0
RS_GCF_002563885.1			
RS_GCF_000372805.1			
RS_GCF_000169375.1	1	0	0
RS_GCF_000283275.1	0	0	1
RS_GCF_013393465.1	0	0	0
RS_GCF_002806975.1	0	0	1
GB_GCA_011049865.1	0	0	1
RS_GCF_900142385.1			
RS_GCF_002407605.1	0	1	0
RS_GCF_007671675.1	1	0	0
RS_GCF_900215155.1			
RS_GCF_001858325.1	0	0	1
RS_GCF_018860765.1			
RS_GCF_016597725.1			
RS_GCF_002806945.1	0	0	1
RS_GCF_016597775.1			
RS_GCF_003994855.1			
RS_GCF_018424605.1			
GB_GCA_017643965.1	1	0	0
RS_GCF_002744715.1	1	0	1
GB_GCA_002683455.1	1	0	0
RS_GCF_008122265.1	1	0	1
RS_GCF_000364845.1	0	0	1
RS_GCF_003258515.1	0	0	1
RS_GCF_004327985.1	1	0	1
RS_GCF_016798325.1	1	0	0
RS_GCF_003096655.1	0	0	1
GB_GCA_007692645.1	1	0	0
RS_GCF_004364635.1			
RS_GCF_009856365.1			
RS_GCF_002286965.1	0	0	1
RS_GCF_004851605.1	1	0	1
GB_GCA_002747395.1	1	1	0
RS_GCF_002162375.1			
GB_GCA_016744695.1	1	0	0
GB_GCA_006212045.1	1	0	0
RS_GCF_009650135.1	0	0	1
GB_GCA_018401755.1			
GB_GCA_009886945.1	1	0	0
GB_GCA_010024125.1	1	0	0
GB_GCA_008087055.1	1	0	0
RS_GCF_900167095.1			
RS_GCF_000422425.1	1	0	0
RS_GCF_014164585.1			
RS_GCF_000422865.1	1	0	0
GB_GCA_900108075.1			
RS_GCF_002150805.1			
RS_GCF_900108915.1			
GB_GCA_003012345.1	0	1	0
RS_GCF_000620025.1	0	0	1
RS_GCF_000621205.1			
RS_GCF_000526695.1			
RS_GCF_008247605.1	0	0	1
RS_GCF_003633775.1			
RS_GCF_000382245.1			
RS_GCF_900112585.1			
RS_GCF_014652795.1			
RS_GCF_003385845.1			
RS_GCF_900312995.1			
RS_GCF_002157205.1			
RS_GCF_002155145.1			
RS_GCF_014652715.1			
RS_GCF_003206645.1	0	1	0
RS_GCF_003206155.1			
RS_GCF_003206715.1	1	0	1
RS_GCF_008298015.1	1	0	0
RS_GCF_003206045.1	0	1	0
RS_GCF_003206135.1	1	0	0
RS_GCF_003206065.1	0	1	0
RS_GCF_003206695.1	0	1	0
RS_GCF_001937195.1	0	1	0
RS_GCF_003206575.1	0	1	0
RS_GCF_003006155.1	0	1	0
RS_GCF_000055785.1	1	0	0
RS_GCF_004364315.1			
RS_GCF_900221025.1			
RS_GCF_013393405.1			
RS_GCF_900961225.1			
RS_GCF_000731955.1	1	0	1
GB_GCA_001577635.1	1	0	0
RS_GCF_000378505.1	1	0	0
RS_GCF_004366455.1			
RS_GCF_900102945.1			
RS_GCF_900128925.1			
RS_GCF_001039575.1			
RS_GCF_900106955.1			
RS_GCF_008079445.1	0	0	1
RS_GCF_014840935.1	1	0	1
RS_GCF_004798965.1	1	0	0
RS_GCF_003268885.1			
RS_GCF_900100755.1			
RS_GCF_000759345.1	1	0	0
RS_GCF_000409775.1			
RS_GCF_014651875.1			
RS_GCF_007954585.1			
RS_GCF_000425725.1	0	1	0
RS_GCF_018448785.1			
RS_GCF_900116705.1			
RS_GCF_001886615.1			
RS_GCF_003056305.1	1	0	0
RS_GCF_900116405.1			
RS_GCF_005780185.1	1	0	0
RS_GCF_014192285.1			
RS_GCF_902500215.1	0	0	1
RS_GCF_900109725.1			
RS_GCF_004361885.1			
RS_GCF_003002995.1			
GB_GCA_017584085.1	1	0	0
GB_GCA_003553625.1	1	0	1
GB_GCA_014859505.1	0	0	1
RS_GCF_003182195.1	1	0	0
RS_GCF_000475415.1			
RS_GCF_009902005.1			
RS_GCF_009901955.1	1	0	1
RS_GCF_000620045.1			
RS_GCF_014193375.1			
RS_GCF_002879635.1	1	0	1
RS_GCF_003202205.1	1	0	0
RS_GCF_002879645.1	0	0	1
GB_GCA_004551485.1	1	0	0
RS_GCF_010994375.1	0	0	1
RS_GCF_900100195.1			
RS_GCF_010993975.1	0	1	0
RS_GCF_002879615.1	0	1	0
RS_GCF_003339685.1			
RS_GCF_003336675.1			
RS_GCF_002930105.1	0	0	1
RS_GCF_008297955.1			
RS_GCF_013697085.1			
RS_GCF_002151265.1	1	0	0
RS_GCF_015992245.1	0	0	1
RS_GCF_003254665.1	1	0	1
RS_GCF_009834345.1	1	0	0
RS_GCF_011742165.1			
RS_GCF_014931605.1	0	0	1
RS_GCF_014192215.1			
RS_GCF_006540005.1			
RS_GCF_001662285.1			
RS_GCF_008274785.1	0	0	1
RS_GCF_003966155.1			
RS_GCF_014192275.1			
RS_GCF_002549795.1			
RS_GCF_014192055.1			
RS_GCF_004798905.1	1	0	0
RS_GCF_017303055.1			
RS_GCF_003045765.1	1	0	1
RS_GCF_007991155.1			
RS_GCF_000470745.1	0	0	1
RS_GCF_009793355.1			
RS_GCF_003336665.1			
RS_GCF_013112225.1			
GB_GCA_007625055.1	1	0	0
RS_GCF_009856325.1			
RS_GCF_013415105.1			
RS_GCF_900142895.1			
RS_GCF_000334215.1	0	0	0
GB_GCA_001314875.1			
RS_GCF_900086985.1			
RS_GCF_014263395.1			
RS_GCF_015767635.1			
RS_GCF_001663515.1	1	0	1
RS_GCF_900103865.1			
RS_GCF_003990185.1			
RS_GCF_003989825.1	0	1	0
RS_GCF_003002925.1			
RS_GCF_014861475.1	0	0	0
GB_GCA_017983445.1	1	0	0
RS_GCF_000377665.1	1	1	0
RS_GCF_002374315.1	0	0	1
GB_GCA_017515565.1	0	1	0
RS_GCF_000712975.1	1	0	0
RS_GCF_003989795.1			
RS_GCF_000219565.1	1	0	0
RS_GCF_003612795.1	1	0	1
GB_GCA_018223005.1	1	0	1
RS_GCF_010179695.1			
RS_GCF_014640815.1			
RS_GCF_009846525.1	0	1	0
RS_GCF_006228115.1	1	0	1
RS_GCF_001576535.1	1	0	1
RS_GCF_000275725.1	1	1	0
RS_GCF_007991175.1			
RS_GCF_001882345.1			
RS_GCF_018310235.1	0	0	1
RS_GCF_000336575.1	1	1	1
RS_GCF_000236035.1	1	0	1
RS_GCF_018612735.1			
RS_GCF_007786325.1	1	0	1
GB_GCA_007182875.1			
GB_GCA_004295565.1			
RS_GCF_003298795.1	1	0	1
RS_GCF_002836035.1	1	0	1
GB_GCA_007692655.1	1	0	0
GB_GCA_011050415.1	0	0	1
GB_GCA_001507855.1			
RS_GCF_014861495.1	1	0	1
RS_GCF_016056335.1			
RS_GCF_013000965.1	0	1	1
RS_GCF_001971685.1			
RS_GCF_002286975.1	1	0	1
RS_GCF_900102875.1			
RS_GCF_014779595.1			
RS_GCF_009931455.1	1	1	0
GB_GCA_013376735.1	1	1	1
RS_GCF_000591415.1	1	0	1
RS_GCF_009796845.1	0	1	0
RS_GCF_001709345.1			
RS_GCF_900112235.1			
RS_GCF_003336805.1			
RS_GCF_900119735.1			
GB_GCA_012727935.1			
RS_GCF_000686905.1			
RS_GCF_000422325.1			
RS_GCF_001968815.1			
RS_GCF_017309075.1			
RS_GCF_003345655.1			
RS_GCF_017912535.1			
RS_GCF_000378045.1	0	1	0
RS_GCF_001528745.1			
RS_GCF_001651805.1	1	0	0
RS_GCF_014645375.1			
GB_GCA_013373085.1			
RS_GCF_900107855.1	0	0	1
RS_GCF_003014615.1	0	0	1
RS_GCF_017776525.1			
RS_GCF_013868415.1			
RS_GCF_019061305.1			
RS_GCF_000705555.1	1	0	1
RS_GCF_014641945.1			
RS_GCF_019084545.1			
RS_GCF_000428985.1	1	0	0
RS_GCF_004339595.1			
RS_GCF_900108065.1			
GB_GCA_013373575.1			
RS_GCF_012848475.1	1	0	0
RS_GCF_013282965.1			
RS_GCF_008973755.1	1	0	0
RS_GCF_008727795.1	0	0	1
RS_GCF_000764495.1	0	0	1
RS_GCF_000691225.1	1	0	0
GB_GCA_007693685.1	1	0	0
RS_GCF_008973715.1	1	0	0
RS_GCF_008368715.1	0	0	1
RS_GCF_009821115.1	1	0	0
RS_GCF_003284585.1			
RS_GCF_004005935.1	1	1	0
RS_GCF_001922575.1	1	1	0
RS_GCF_008630635.1			
GB_GCA_016744175.1	1	1	0
RS_GCF_016592555.1	1	0	1
RS_GCF_000422765.1			
RS_GCF_016082375.1			
RS_GCF_001305295.1	1	0	1
GB_GCA_013215505.1	1	0	0
GB_GCA_000416275.1	0	1	0
GB_GCA_013215375.1	1	0	0
RS_GCF_015209595.1			
RS_GCF_000153345.1	1	0	0
GB_GCA_002435145.1	1	0	0
RS_GCF_001597725.1	1	0	0
RS_GCF_001597735.1			
RS_GCF_017051665.1			
RS_GCF_003858655.1	1	0	1
GB_GCA_016744155.1	1	1	0
RS_GCF_000381785.1	1	0	1
RS_GCF_018860855.1			
RS_GCF_003957515.1	0	0	1
RS_GCF_900111095.1			
GB_GCA_018223185.1	1	0	0
RS_GCF_000620085.1			
RS_GCF_003194385.1	0	0	1
RS_GCF_000619885.1			
GB_GCA_003521845.1			
GB_GCA_905478715.1	1	0	0
GB_GCA_018647765.1	1	0	0
RS_GCF_012295615.1			
GB_GCA_002683575.1	1	0	0
GB_GCA_013373125.1			
GB_GCA_000967895.1	1	0	1
RS_GCF_014652515.1			
RS_GCF_002237535.1	0	0	1
GB_GCA_014859445.1	0	0	1
GB_GCA_002314145.1	1	0	0
GB_GCA_002433655.1	1	0	0
GB_GCA_002335285.1	0	0	1
GB_GCA_016132425.1			
RS_GCF_000355675.1	1	0	1
GB_GCA_002298335.1	1	0	0
GB_GCA_002724925.1	1	0	0
RS_GCF_000422845.1	1	0	0
GB_GCA_019090315.1	1	0	0
GB_GCA_016763075.1			
GB_GCA_006227085.1	1	0	1
RS_GCF_003688415.1			
GB_GCA_016712055.1	0	0	1
GB_GCA_016713115.1	0	0	1
GB_GCA_002339085.1	1	0	0
GB_GCA_905478595.1	1	0	0
GB_GCA_018668095.1	1	0	0
GB_GCA_017854395.1	1	0	0
GB_GCA_018677155.1			
RS_GCF_000373485.1	1	0	1
RS_GCF_900120175.1			
RS_GCF_002117105.1			
GB_GCA_000169075.1	1	0	0
GB_GCA_002415025.1	1	0	0
RS_GCF_014191715.1			
RS_GCF_014705705.1			
RS_GCF_001010805.1	1	0	0
RS_GCF_001586255.1	1	0	0
RS_GCF_014202945.1	1	0	0
RS_GCF_902705875.1	1	1	0
RS_GCF_902705855.1	1	1	0
GB_GCA_003725715.1	1	0	0
RS_GCF_016132545.1	0	0	1
RS_GCF_012272835.1			
RS_GCF_000422345.1	1	0	0
RS_GCF_000420325.1	1	0	0
GB_GCA_002692965.1	1	0	0
GB_GCA_002384925.1	1	0	0
GB_GCA_002416125.1	1	0	0
RS_GCF_003719295.1	1	1	0
RS_GCF_000423125.1	1	0	0
RS_GCF_002868715.1	0	0	1
RS_GCF_010669285.1	1	0	1
RS_GCF_014652275.1	1	0	0
GB_GCA_009937575.1	0	0	1
GB_GCA_016744355.1	1	0	0
GB_GCA_018657645.1	1	0	0
GB_GCA_002862465.1	1	0	0
RS_GCF_902705825.1	1	1	0
GB_GCA_016704305.1	0	0	1
GB_GCA_002699145.1	1	0	0
RS_GCF_004745945.1	0	0	1
RS_GCF_002866825.1	0	0	1
RS_GCF_008370495.1	1	0	1
GB_GCA_000156295.1	1	0	0
RS_GCF_003457605.1			
GB_GCA_004354085.1	0	0	1
RS_GCF_002869505.1	1	0	0
RS_GCF_009388985.1	1	0	0
RS_GCF_014077625.1			
RS_GCF_017255185.1			
RS_GCF_008064665.1	1	0	0
RS_GCF_008064635.1	0	0	1
RS_GCF_003402235.1	1	0	0
GB_GCA_002428935.1			
GB_GCA_000158155.1	1	0	0
RS_GCF_000764025.1	1	0	0
RS_GCF_003428685.1			
RS_GCF_009910365.1	1	0	0
GB_GCA_018402405.1	1	0	0
RS_GCF_000158175.1	0	0	1
GB_GCA_012270045.1			
GB_GCA_000169115.1	1	0	0
GB_GCA_905478745.1	1	0	0
GB_GCA_002390055.1	1	0	0
GB_GCA_905479205.1	1	0	0
GB_GCA_905478845.1	1	0	0
GB_GCA_002721785.1	1	0	0
GB_GCA_002167765.1	1	0	0
GB_GCA_905479385.1	1	0	0
GB_GCA_002862405.1	1	0	0
RS_GCF_003752585.1			
GB_GCA_013215025.1	1	0	0
GB_GCA_013215055.1	1	0	0
GB_GCA_902705835.1	1	1	0
RS_GCF_014805825.1	0	1	0
RS_GCF_001624705.1			
RS_GCF_000153025.1	1	0	0
RS_GCF_900089775.1			
RS_GCF_016461715.1			
RS_GCF_004352835.1	1	0	0
RS_GCF_004352855.1	1	0	1
RS_GCF_003387375.1			
RS_GCF_000214215.1			
RS_GCF_003314975.1			
RS_GCF_001625355.1			
RS_GCF_016463975.1			
RS_GCF_013372285.1	1	0	0
RS_GCF_000508165.1	0	0	1
RS_GCF_000521805.1			
RS_GCF_014803385.1			
RS_GCF_018145875.1			
RS_GCF_008122525.1	1	0	0
RS_GCF_003315485.1			
RS_GCF_018336955.1	0	1	0
RS_GCF_900129155.1	1	1	0
RS_GCF_012726345.1			
RS_GCF_018336975.1			
RS_GCF_003208215.1			
RS_GCF_016906065.1	1	0	0
RS_GCF_003721245.1	1	0	0
RS_GCF_012584435.1	1	0	0
RS_GCF_014623465.1	1	0	0
RS_GCF_003259175.1	0	0	1
RS_GCF_004362145.1			
RS_GCF_000192865.1			
RS_GCF_006385675.1			
