gtdb_genome_representative	aquatic_habitat	host_associated	soil_habitat
GB_GCA_903960945.1	1	0	0
GB_GCA_003671255.1	1	0	0
GB_GCA_005808665.1	1	0	0
GB_GCA_903912515.1	1	0	0
GB_GCA_017853285.1	1	0	0
GB_GCA_009697105.1	1	0	0
GB_GCA_016872605.1	1	0	0
GB_GCA_009692065.1	1	0	0
GB_GCA_016191165.1	1	0	0
GB_GCA_016195405.1	1	0	0
GB_GCA_016873095.1	1	0	0
GB_GCA_002404095.1	0	0	1
GB_GCA_011053495.1	1	0	1
GB_GCA_016795155.1	0	0	1
GB_GCA_016872895.1	1	0	0
GB_GCA_012729015.1			
GB_GCA_903929765.1	1	0	0
GB_GCA_002456095.1	1	0	0
GB_GCA_002480565.1	1	0	0
GB_GCA_016125215.1	1	0	0
RS_GCF_014207595.1			
RS_GCF_000284115.1			
GB_GCA_007748075.1			
GB_GCA_016350165.1			
RS_GCF_007747445.1			
GB_GCA_016125285.1	1	0	0
GB_GCA_016125255.1	1	0	0
GB_GCA_014873095.1			
GB_GCA_013112555.1	1	0	0
GB_GCA_011525805.1	0	0	1
GB_GCA_002418285.1	1	0	0
GB_GCA_002705085.1	1	0	0
GB_GCA_004213555.1	1	0	0
GB_GCA_002711415.1	1	0	0
GB_GCA_002709295.1	1	0	0
GB_GCA_002690755.1	1	0	0
GB_GCA_009936695.1	1	0	0
GB_GCA_905480395.1	1	0	0
GB_GCA_905480525.1	1	0	0
GB_GCA_002709755.1	1	0	0
GB_GCA_002862305.1	1	0	0
GB_GCA_016873275.1	1	0	0
GB_GCA_017859745.1	1	0	0
GB_GCA_016795035.1	0	0	1
GB_GCA_016795065.1	0	0	1
GB_GCA_003669335.1	1	0	0
GB_GCA_009691805.1	1	0	0
GB_GCA_005790605.1	1	0	0
GB_GCA_005790565.1	1	0	0
GB_GCA_903856525.1	1	0	0
GB_GCA_903891095.1	1	0	0
GB_GCA_003671075.1	1	0	0
GB_GCA_903911205.1	1	0	0
GB_GCA_016124975.1	1	0	0
GB_GCA_003671235.1	1	0	0
GB_GCA_903824315.1	1	0	0
GB_GCA_009692045.1	1	0	0
GB_GCA_018882625.1	1	0	0
GB_GCA_009926625.1	1	0	0
GB_GCA_005799495.1	1	0	0
GB_GCA_016872915.1	1	0	0
GB_GCA_016873335.1	1	0	0
GB_GCA_903919715.1	1	0	0
GB_GCA_903952515.1	1	0	0
GB_GCA_005792145.1	1	0	0
GB_GCA_009691705.1	1	0	0
GB_GCA_009691725.1	1	0	0
GB_GCA_005805125.1	1	0	0
GB_GCA_009691915.1	1	0	0
GB_GCA_016873115.1	1	0	0
GB_GCA_016873315.1	1	0	0
GB_GCA_018970045.1	1	0	0
GB_GCA_903927725.1	1	0	0
GB_GCA_005800225.1	1	0	0
GB_GCA_903882055.1	1	0	0
GB_GCA_016873255.1	1	0	0
GB_GCA_005787685.1	1	0	0
GB_GCA_903898755.1	1	0	0
GB_GCA_009691785.1	1	0	0
GB_GCA_903831295.1	1	0	0
GB_GCA_016872835.1	1	0	0
GB_GCA_903867275.1	1	0	0
GB_GCA_018656645.1	1	0	0
GB_GCA_014238125.1	1	1	0
GB_GCA_014381305.1			
GB_GCA_016845245.1	1	0	0
GB_GCA_014238785.1	1	1	0
GB_GCA_014381385.1			
GB_GCA_002689385.1	1	0	0
GB_GCA_018701395.1	1	0	0
GB_GCA_012965315.1			
GB_GCA_014381555.1			
GB_GCA_018675705.1	1	0	0
GB_GCA_018657585.1	1	0	0
GB_GCA_014238205.1	1	1	0
GB_GCA_002295885.1	1	0	0
GB_GCA_002364485.1	1	0	0
GB_GCA_002717655.1	1	0	0
GB_GCA_002364555.1	1	0	0
GB_GCA_002378075.1	1	0	0
GB_GCA_014238965.1	1	1	0
GB_GCA_018666645.1	1	0	0
GB_GCA_007693845.1	1	0	0
GB_GCA_013003065.1			
GB_GCA_015709595.1	0	0	1
GB_GCA_007693965.1	1	0	0
GB_GCA_003696725.1	1	0	0
GB_GCA_007693725.1	1	0	0
GB_GCA_011331335.1	1	0	1
GB_GCA_007693765.1	1	0	0
GB_GCA_016794925.1	0	0	1
GB_GCA_016741915.1			
GB_GCA_903834785.1	1	0	0
GB_GCA_015200025.1	0	0	1
GB_GCA_018242625.1	0	0	1
GB_GCA_017303555.1	0	0	1
GB_GCA_016793015.1	0	0	1
GB_GCA_016716165.1	0	0	1
GB_GCA_016699835.1	0	0	1
GB_GCA_903929885.1	1	0	0
GB_GCA_016793105.1	0	0	1
GB_GCA_905339235.1			
GB_GCA_014192545.1	1	0	0
GB_GCA_018968885.1	1	0	0
GB_GCA_016873295.1	1	0	0
GB_GCA_007693785.1	1	0	0
GB_GCA_011053195.1			
GB_GCA_003712165.1	1	0	0
GB_GCA_008363215.1	1	0	1
GB_GCA_003697045.1	1	0	0
GB_GCA_002480345.1	1	0	0
GB_GCA_003696675.1	1	0	0
GB_GCA_002429045.1			
GB_GCA_017640485.1	1	0	0
GB_GCA_015487555.1	1	0	0
GB_GCA_017642965.1	1	0	0
GB_GCA_002364005.1	1	0	0
GB_GCA_007694925.1	1	0	0
GB_GCA_016860705.1	1	0	1
GB_GCA_014584315.1			
GB_GCA_016709445.1	0	0	1
GB_GCA_013285505.1	1	0	0
GB_GCA_013044165.1			
GB_GCA_011370245.1	1	0	1
GB_GCA_009781185.1	0	1	0
GB_GCA_903845195.1	1	0	0
GB_GCA_903883415.1	1	0	0
GB_GCA_011367345.1	1	0	1
RS_GCF_015169395.1			
GB_GCA_002343075.1	0	0	1
GB_GCA_016927755.1	1	0	1
GB_GCA_015200345.1	0	0	1
GB_GCA_007753915.1			
GB_GCA_016235815.1	1	0	0
GB_GCA_015075745.1	0	0	1
GB_GCA_003576905.1	1	0	0
GB_GCA_900696465.1			
GB_GCA_016712275.1	0	0	1
GB_GCA_006969385.1	0	1	0
GB_GCA_011525745.1	0	0	1
GB_GCA_015654675.1			
GB_GCA_011369955.1	1	0	1
GB_GCA_012719955.1			
GB_GCA_012729595.1			
GB_GCA_018003015.1	1	0	0
GB_GCA_012729395.1			
GB_GCA_013151185.1	1	0	0
GB_GCA_002338715.1	0	0	1
GB_GCA_013140575.1			
GB_GCA_008363155.1	1	0	1
GB_GCA_016860685.1	1	0	1
GB_GCA_016208685.1	1	0	0
GB_GCA_016200265.1	1	0	0
GB_GCA_903905665.1	1	0	0
GB_GCA_007859745.1			
GB_GCA_018814045.1			
GB_GCA_017999985.1	1	0	0
GB_GCA_903914415.1	1	0	0
GB_GCA_016716475.1	0	0	1
GB_GCA_900696535.1	0	0	1
GB_GCA_016795025.1	0	0	1
GB_GCA_016710275.1	0	0	1
GB_GCA_015709575.1	0	0	1
GB_GCA_011682385.1	0	0	1
GB_GCA_012729815.1			
GB_GCA_003171335.1	0	0	1
GB_GCA_018335035.1	0	0	1
GB_GCA_003551645.1	1	0	1
GB_GCA_018644725.1	1	0	0
GB_GCA_016929245.1	1	0	1
GB_GCA_018645065.1	1	0	0
GB_GCA_016782885.1	1	0	0
GB_GCA_011050235.1	0	0	1
GB_GCA_012729725.1			
GB_GCA_016235825.1	1	0	0
GB_GCA_903892515.1	1	0	0
GB_GCA_016342495.1			
RS_GCF_001997385.1			
RS_GCF_002117005.1	1	0	1
RS_GCF_001999965.1	1	0	1
GB_GCA_015493385.1	1	0	0
GB_GCA_001824555.1	1	0	0
GB_GCA_016930635.1	1	0	1
GB_GCA_001825665.1			
GB_GCA_001825675.1			
GB_GCA_018828825.1			
GB_GCA_903847315.1	1	0	0
GB_GCA_003142595.1	0	0	1
GB_GCA_003553245.1	1	0	1
GB_GCA_016932095.1	1	0	1
GB_GCA_903857265.1	1	0	0
GB_GCA_003141275.1	0	0	1
GB_GCA_003170415.1	0	0	1
GB_GCA_011332905.1	0	0	1
GB_GCA_003141315.1	0	0	1
GB_GCA_016872975.1	1	0	0
GB_GCA_017993835.1	1	0	0
GB_GCA_012517265.1			
GB_GCA_012744475.1			
GB_GCA_012719085.1			
GB_GCA_001603075.1			
GB_GCA_016932895.1	1	0	1
GB_GCA_016932835.1	1	0	1
GB_GCA_005223045.1	1	0	1
GB_GCA_014384025.1			
GB_GCA_016931715.1	1	0	1
GB_GCA_016933295.1	1	0	1
RS_GCF_002007645.1	1	0	1
GB_GCA_018433925.1	1	0	1
GB_GCA_016873215.1	1	0	0
GB_GCA_018052735.1	1	0	0
GB_GCA_012519365.1			
GB_GCA_012729675.1			
GB_GCA_012517095.1			
GB_GCA_011055475.1	1	0	1
GB_GCA_016926155.1	1	0	1
GB_GCA_014859965.1	0	0	1
GB_GCA_013349435.1	1	0	1
GB_GCA_018239785.1	0	0	1
GB_GCA_016463375.1	1	0	0
GB_GCA_009885615.1	0	0	1
GB_GCA_018239895.1	0	0	1
GB_GCA_001794865.1			
GB_GCA_002773795.1	1	0	0
GB_GCA_018968815.1	1	0	0
GB_GCA_903893545.1	1	0	0
GB_GCA_016931275.1	1	0	1
GB_GCA_011064875.1			
GB_GCA_016866545.1	1	0	0
GB_GCA_018062315.1	1	0	0
RS_GCF_000237205.1			
GB_GCA_011065165.1	1	0	1
RS_GCF_015356785.1			
GB_GCA_018399075.1	1	0	0
GB_GCA_018399055.1	1	0	0
GB_GCA_018239985.1	0	0	1
GB_GCA_011064965.1			
GB_GCA_001796275.1			
GB_GCA_903824495.1	1	0	0
GB_GCA_018240065.1	0	0	1
GB_GCA_903970255.1			
RS_GCF_901000775.1			
RS_GCF_018642185.1	0	1	0
RS_GCF_015356815.1			
GB_GCA_018240135.1	0	0	1
GB_GCA_018239665.1	0	0	1
GB_GCA_009885755.1	0	0	1
GB_GCA_016185065.1	1	0	0
GB_GCA_001464115.1	1	0	0
GB_GCA_018240015.1	0	0	1
GB_GCA_003153295.1	0	0	1
GB_GCA_018239715.1	0	0	1
GB_GCA_018239805.1	0	0	1
GB_GCA_011065065.1	1	0	1
GB_GCA_000829755.1	1	0	0
GB_GCA_011125455.1	1	1	0
GB_GCA_002786175.1	1	0	0
RS_GCF_018342475.1			
RS_GCF_000253035.1	1	1	1
GB_GCA_013816265.1	0	0	1
RS_GCF_001545115.1	0	0	1
GB_GCA_013695355.1	0	0	1
RS_GCF_001499655.1	1	1	0
GB_GCA_013815395.1	0	0	1
GB_GCA_013813265.1	0	0	1
GB_GCA_013821265.1	0	0	1
GB_GCA_013414685.1	0	0	1
GB_GCA_001897225.1	0	0	1
RS_GCF_011087585.1			
RS_GCF_000813665.1	0	1	1
GB_GCA_000756735.1			
RS_GCF_000092785.1	0	1	0
GB_GCA_011065005.1			
RS_GCF_000750955.1			
GB_GCA_009937555.1	0	0	1
GB_GCA_002709385.1	1	0	0
RS_GCF_902807005.1	0	1	0
RS_GCF_902806995.1	0	1	0
GB_GCA_017472245.1	0	1	0
RS_GCF_000008725.1	0	1	0
GB_GCA_001729825.1	0	1	0
RS_GCF_002997955.1	0	1	0
RS_GCF_009931335.1	0	1	0
RS_GCF_000454725.1	0	1	1
RS_GCF_000009945.1	0	1	0
RS_GCF_019056495.1	0	1	0
RS_GCF_000952935.1			
RS_GCF_000026025.1	0	1	0
RS_GCF_000007605.1	0	1	0
RS_GCF_900239975.1	0	1	0
RS_GCF_018343815.1	0	1	0
RS_GCF_000417715.1	0	1	0
RS_GCF_902705545.1	0	1	0
RS_GCF_000204135.1	0	1	0
RS_GCF_001653975.1	0	1	0
RS_GCF_900239945.1	0	1	0
RS_GCF_000007205.1	0	1	0
GB_GCA_018239815.1	0	0	1
GB_GCA_011064985.1	1	0	1
GB_GCA_007132315.1	1	0	1
GB_GCA_003558065.1	1	0	1
GB_GCA_007125965.1	1	0	1
GB_GCA_000155695.1			
RS_GCF_014230145.1			
RS_GCF_014803405.1			
RS_GCF_016595505.1			
GB_GCA_002694885.1	1	0	0
GB_GCA_018700525.1	1	0	0
GB_GCA_002420185.1	1	0	0
GB_GCA_014529625.1			
GB_GCA_002420265.1	1	0	0
GB_GCA_007695295.1	1	0	0
GB_GCA_014879845.1			
GB_GCA_016711225.1	0	0	1
GB_GCA_903960515.1	1	0	0
GB_GCA_903851485.1	1	0	0
GB_GCA_000972765.1	1	0	0
GB_GCA_903904685.1	1	0	0
RS_GCF_007559335.1	1	0	0
GB_GCA_903876795.1	1	0	0
GB_GCA_015075305.1	0	0	1
GB_GCA_017994935.1	1	0	0
GB_GCA_016794625.1	0	0	1
GB_GCA_016871755.1	1	0	0
GB_GCA_903862595.1	1	0	0
GB_GCA_002304445.1	1	0	0
GB_GCA_014376585.1			
GB_GCA_903938935.1	1	0	0
GB_GCA_903925425.1	1	0	0
GB_GCA_903848525.1	1	0	0
GB_GCA_903827245.1	1	0	0
GB_GCA_003164715.1	0	0	1
GB_GCA_903890485.1	1	0	0
GB_GCA_903887455.1	1	0	0
GB_GCA_003140665.1	0	0	1
GB_GCA_003151515.1	0	0	1
GB_GCA_903862935.1	1	0	0
GB_GCA_903834135.1	1	0	0
GB_GCA_903911625.1	1	0	0
GB_GCA_903916755.1	1	0	0
GB_GCA_903873805.1	1	0	0
GB_GCA_903903575.1	1	0	0
GB_GCA_903869665.1	1	0	0
GB_GCA_903824555.1	1	0	0
GB_GCA_903872425.1	1	0	0
GB_GCA_903948415.1	1	0	0
GB_GCA_903944805.1	1	0	0
GB_GCA_903903025.1	1	0	0
GB_GCA_903896365.1	1	0	0
GB_GCA_016235555.1	1	0	0
GB_GCA_016794665.1	0	0	1
GB_GCA_903926425.1	1	0	0
GB_GCA_903848965.1	1	0	0
RS_GCF_003054705.1	0	1	1
GB_GCA_011525695.1	0	0	1
GB_GCA_005792355.1	1	0	0
GB_GCA_016222805.1	1	0	0
GB_GCA_903900845.1	1	0	0
GB_GCA_903861185.1	1	0	0
GB_GCA_016871775.1	1	0	0
GB_GCA_016871595.1	1	0	0
GB_GCA_016793535.1	0	0	1
GB_GCA_903820035.1	1	0	0
RS_GCF_000019965.1	1	0	0
GB_GCA_018239845.1			
GB_GCA_903877135.1	1	0	0
GB_GCA_903862405.1	1	0	0
GB_GCA_903862955.1	1	0	0
GB_GCA_003402695.1	1	0	0
GB_GCA_903869175.1	1	0	0
GB_GCA_903901305.1	1	0	0
GB_GCA_903859715.1	1	0	0
GB_GCA_903848695.1	1	0	0
GB_GCA_903919255.1	1	0	0
GB_GCA_018239675.1	0	0	1
GB_GCA_002344205.1	0	0	1
GB_GCA_903952145.1	1	0	0
GB_GCA_016715765.1	0	0	1
GB_GCA_002713695.1	1	0	0
RS_GCF_001580015.1	0	1	0
RS_GCF_001580045.1	0	1	0
GB_GCA_003054665.1	0	1	1
RS_GCF_002310495.1			
GB_GCA_016721945.1	0	0	1
GB_GCA_001650175.1	0	1	0
RS_GCF_003096195.1	0	1	0
GB_GCA_018667915.1	1	0	0
GB_GCA_003142615.1	1	0	1
GB_GCA_003142955.1	0	0	1
GB_GCA_016199925.1	1	0	0
GB_GCA_016795545.1	0	0	1
GB_GCA_016795565.1	0	0	1
RS_GCF_900104925.1			
GB_GCA_016190985.1	1	0	0
GB_GCA_001464505.1	1	0	0
GB_GCA_903845515.1	1	0	0
GB_GCA_903856725.1	1	0	0
GB_GCA_903919025.1	1	0	0
GB_GCA_903906135.1	1	0	0
RS_GCF_001746835.1			
RS_GCF_004118375.1	1	0	0
GB_GCA_016187925.1	1	0	0
GB_GCA_016187945.1	1	0	0
GB_GCA_016217545.1	1	0	0
GB_GCA_014529575.1	1	1	0
GB_GCA_002346535.1	1	0	0
GB_GCA_014529665.1			
GB_GCA_003226295.1	1	0	0
GB_GCA_007133065.1	1	0	1
GB_GCA_001604565.1			
GB_GCA_016928295.1	1	0	1
GB_GCA_001604585.1			
GB_GCA_010500615.1			
GB_GCA_009772895.1			
GB_GCA_007134215.1	1	0	1
GB_GCA_007123395.1	1	0	1
GB_GCA_018673815.1	1	0	0
GB_GCA_014382645.1			
GB_GCA_002341135.1	1	0	0
GB_GCA_002694035.1	1	0	0
GB_GCA_018675995.1	1	0	0
GB_GCA_905478775.1	1	0	0
GB_GCA_002364975.1	1	0	0
GB_GCA_002500665.1	1	0	0
GB_GCA_018645725.1	1	0	0
RS_GCF_014230055.1			
GB_GCA_002388665.1	1	0	0
GB_GCA_013215165.1	1	0	0
GB_GCA_007117865.1	1	0	0
GB_GCA_002323955.1	1	0	0
GB_GCA_009937095.1	1	0	0
GB_GCA_002470925.1	1	0	0
RS_GCF_000025905.1	1	0	0
GB_GCA_002469895.1	1	0	0
RS_GCF_003185655.1	0	0	1
GB_GCA_017856865.1			
GB_GCA_905478485.1	1	0	0
GB_GCA_018663485.1	1	0	0
GB_GCA_002430605.1	1	0	0
GB_GCA_905478285.1	1	0	0
GB_GCA_017854345.1	1	0	0
GB_GCA_905479975.1	1	0	0
RS_GCF_902726595.1	1	0	0
GB_GCA_018607135.1	1	0	0
GB_GCA_002729725.1	1	0	0
GB_GCA_905182465.1	1	0	0
GB_GCA_009886465.1	1	0	0
GB_GCA_003331195.1	1	0	0
GB_GCA_002862945.1	1	0	0
GB_GCA_014381645.1	1	0	0
GB_GCA_018402305.1	1	0	0
GB_GCA_002313355.1	1	0	0
GB_GCA_002784415.1	1	0	0
GB_GCA_002376875.1	1	0	0
RS_GCF_014651635.1			
RS_GCF_014230085.1			
GB_GCA_900548185.1			
GB_GCA_900547395.1			
GB_GCA_002404715.1			
GB_GCA_900545705.1			
GB_GCA_900763545.1	0	1	0
GB_GCA_900760665.1			
GB_GCA_905214995.1			
GB_GCA_900544355.1	0	1	0
GB_GCA_015061955.1	0	1	0
GB_GCA_900769675.1			
GB_GCA_905187665.1	0	1	0
GB_GCA_015061945.1	0	1	0
GB_GCA_900760055.1			
GB_GCA_900768205.1			
GB_GCA_905213755.1			
GB_GCA_015061905.1	0	1	0
GB_GCA_017935025.1	0	1	0
GB_GCA_017440935.1	0	1	0
GB_GCA_017546455.1	0	1	0
GB_GCA_004558035.1	0	1	0
GB_GCA_016871415.1	1	0	0
GB_GCA_017856535.1	1	0	0
GB_GCA_014193315.1	1	0	0
GB_GCA_903882335.1	1	0	0
GB_GCA_003569245.1	1	0	0
GB_GCA_903913915.1	1	0	0
GB_GCA_016871725.1	1	0	0
GB_GCA_903855995.1	1	0	0
GB_GCA_903925045.1	1	0	0
GB_GCA_903889525.1	1	0	0
GB_GCA_903874045.1	1	0	0
GB_GCA_903850885.1	1	0	0
GB_GCA_903825845.1	1	0	0
GB_GCA_903925205.1	1	0	0
GB_GCA_903862535.1	1	0	0
GB_GCA_903860405.1	1	0	0
GB_GCA_903838945.1	1	0	0
GB_GCA_903909465.1	1	0	0
GB_GCA_016463705.1	1	0	0
GB_GCA_009926645.1	1	0	0
GB_GCA_903929325.1	1	0	0
GB_GCA_903833435.1	1	0	0
GB_GCA_903870275.1	1	0	0
GB_GCA_016235595.1	1	0	0
GB_GCA_016222825.1	1	0	0
GB_GCA_003139035.1	0	0	1
GB_GCA_011374075.1	0	0	1
GB_GCA_903847335.1	1	0	0
GB_GCA_011373785.1	0	0	1
GB_GCA_903825435.1	1	0	0
GB_GCA_016871575.1	1	0	0
GB_GCA_011358515.1			
GB_GCA_014382705.1			
GB_GCA_018674955.1	1	0	0
GB_GCA_002715965.1	1	0	0
GB_GCA_009695465.1	1	0	0
GB_GCA_005809105.1	1	0	0
GB_GCA_002721895.1	1	0	0
GB_GCA_014239365.1	1	1	0
GB_GCA_014382585.1			
GB_GCA_012959985.1			
GB_GCA_016777945.1	1	0	0
GB_GCA_018652875.1	1	0	0
GB_GCA_018003215.1	1	0	0
GB_GCA_011333855.1	0	0	1
GB_GCA_012517065.1			
GB_GCA_016716505.1	0	0	1
GB_GCA_011327785.1	1	0	1
GB_GCA_017853715.1	1	0	0
GB_GCA_011367605.1	1	0	1
GB_GCA_003160535.1	0	0	1
GB_GCA_903895255.1	1	0	0
GB_GCA_903875465.1	1	0	0
GB_GCA_903936645.1	1	0	0
GB_GCA_903835255.1	1	0	0
GB_GCA_903896275.1	1	0	0
GB_GCA_903884535.1	1	0	0
GB_GCA_903850425.1	1	0	0
GB_GCA_903911525.1	1	0	0
GB_GCA_903820285.1			
GB_GCA_903856775.1	1	0	0
GB_GCA_903922735.1	1	0	0
GB_GCA_903845955.1	1	0	0
GB_GCA_903842235.1	1	0	0
GB_GCA_903888765.1	1	0	0
GB_GCA_903944085.1	1	0	0
GB_GCA_903833055.1	1	0	0
GB_GCA_903878805.1	1	0	0
GB_GCA_003139955.1	0	0	1
GB_GCA_903865745.1	1	0	0
GB_GCA_903921455.1	1	0	0
GB_GCA_903870815.1	1	0	0
GB_GCA_903827955.1	1	0	0
GB_GCA_903847285.1	1	0	0
GB_GCA_903911825.1	1	0	0
GB_GCA_009695195.1	1	0	0
GB_GCA_903828255.1	1	0	0
GB_GCA_903873415.1	1	0	0
GB_GCA_903930345.1	1	0	0
GB_GCA_903927905.1	1	0	0
GB_GCA_903898185.1	1	0	0
GB_GCA_013820875.1	0	0	1
GB_GCA_016713365.1	0	0	1
GB_GCA_016793885.1	0	0	1
GB_GCA_016199985.1	1	0	0
RS_GCF_000172555.1	0	0	1
GB_GCA_903930565.1	1	0	0
GB_GCA_903881465.1	1	0	0
GB_GCA_008933045.1	1	0	0
GB_GCA_005808965.1	1	0	0
GB_GCA_016871535.1	1	0	0
GB_GCA_016871515.1	1	0	0
GB_GCA_003218515.1	0	0	1
GB_GCA_016871495.1	1	0	0
GB_GCA_903910585.1	1	0	0
GB_GCA_017309115.1	0	0	1
GB_GCA_016871805.1	1	0	0
GB_GCA_016793645.1	0	0	1
GB_GCA_903845535.1	1	0	0
GB_GCA_903896505.1	1	0	0
GB_GCA_903907925.1	1	0	0
GB_GCA_903916195.1	1	0	0
GB_GCA_903865455.1	1	0	0
GB_GCA_903922605.1	1	0	0
GB_GCA_016871615.1	1	0	0
GB_GCA_903939515.1	1	0	0
GB_GCA_903854475.1	1	0	0
GB_GCA_903925145.1	1	0	0
GB_GCA_903880005.1	1	0	0
GB_GCA_903884985.1	1	0	0
GB_GCA_903925515.1	1	0	0
GB_GCA_009695205.1	1	0	0
GB_GCA_005793375.1	1	0	0
GB_GCA_016199935.1	1	0	0
GB_GCA_016195385.1	1	0	0
GB_GCA_014193395.1			
GB_GCA_016871675.1	1	0	0
GB_GCA_903863315.1	1	0	0
GB_GCA_009922615.1	1	0	0
GB_GCA_016871445.1	1	0	0
GB_GCA_008080695.1	1	0	0
GB_GCA_005809165.1	1	0	0
GB_GCA_016235545.1	1	0	0
GB_GCA_016235585.1	1	0	0
GB_GCA_018001285.1	1	0	0
RS_GCF_011044775.1			
GB_GCA_011058495.1	1	0	1
GB_GCA_002428665.1	1	0	0
GB_GCA_903913865.1	1	0	0
GB_GCA_903912925.1	1	0	0
GB_GCA_018004195.1	1	0	0
GB_GCA_903873945.1	1	0	0
GB_GCA_016935555.1	1	0	1
GB_GCA_011337995.1	0	0	1
GB_GCA_011333745.1	0	0	1
GB_GCA_011368315.1	1	0	1
GB_GCA_011368065.1	1	0	1
GB_GCA_016219875.1	1	0	0
GB_GCA_903845125.1	1	0	0
GB_GCA_018006935.1	1	0	0
GB_GCA_903844265.1	1	0	0
GB_GCA_016795425.1	0	0	1
RS_GCF_900105685.1			
GB_GCA_903889845.1	1	0	0
GB_GCA_902810635.1			
RS_GCF_000379365.1			
GB_GCA_000526255.1			
RS_GCF_017310545.1	1	0	0
RS_GCF_903064525.1			
RS_GCF_007475525.1	1	0	0
RS_GCF_000297415.1	1	0	0
RS_GCF_004421185.1			
RS_GCF_017310505.1	0	0	1
RS_GCF_000019665.1			
RS_GCF_017310525.1	0	0	1
GB_GCA_003054695.1	0	1	1
GB_GCA_903863295.1	1	0	0
GB_GCA_017849585.1	1	0	1
GB_GCA_002304345.1	1	0	0
GB_GCA_011362745.1	1	0	1
GB_GCA_903956835.1	1	0	0
GB_GCA_009927835.1	1	0	0
GB_GCA_009936715.1	1	0	0
GB_GCA_011523145.1	1	1	0
GB_GCA_012960505.1			
GB_GCA_002708885.1	1	0	0
GB_GCA_018970725.1	1	0	0
GB_GCA_016795505.1	0	0	1
GB_GCA_013003335.1			
GB_GCA_002862135.1	1	0	0
GB_GCA_002291675.1	1	0	0
GB_GCA_002726915.1	1	0	0
GB_GCA_002344525.1	0	0	1
GB_GCA_016795385.1	0	0	1
GB_GCA_002396885.1	1	0	0
GB_GCA_018058245.1	1	0	0
GB_GCA_002344215.1	0	0	1
GB_GCA_012719225.1			
GB_GCA_002422425.1	1	0	0
GB_GCA_905197035.1			
RS_GCF_001578645.1	0	1	0
GB_GCA_018379415.1	0	1	0
RS_GCF_017504145.1	0	1	0
GB_GCA_905200945.1			
RS_GCF_002885025.1	1	1	0
RS_GCF_002884975.1	0	1	0
RS_GCF_018779965.1			
GB_GCA_905204575.1	0	1	0
GB_GCA_004557455.1	0	1	0
GB_GCA_017521405.1	0	1	0
GB_GCA_017546445.1	0	1	0
GB_GCA_017937215.1	0	1	0
GB_GCA_017435365.1	0	1	0
GB_GCA_017435505.1	0	1	0
GB_GCA_017398355.1	0	1	0
GB_GCA_017517385.1	0	1	0
GB_GCA_017442145.1	0	1	0
GB_GCA_017415995.1	0	1	0
GB_GCA_015062055.1	0	1	0
GB_GCA_017399165.1	0	1	0
GB_GCA_903878115.1	1	0	0
GB_GCA_002293145.1	1	0	0
GB_GCA_004293285.1			
RS_GCF_018137965.1	0	1	0
GB_GCA_016871685.1	1	0	0
GB_GCA_007126655.1	1	0	1
GB_GCA_002307065.1	0	0	1
RS_GCF_016595435.1			
RS_GCF_016595465.1			
GB_GCA_903837825.1	1	0	0
GB_GCA_016462965.1	1	0	1
GB_GCA_012032235.1			
GB_GCA_004294095.1	1	0	0
GB_GCA_018969605.1	1	0	0
GB_GCA_903909905.1	1	0	0
GB_GCA_903906515.1	1	0	0
GB_GCA_903919975.1	1	0	0
GB_GCA_903930425.1	1	0	0
GB_GCA_903888515.1	1	0	0
GB_GCA_017301995.1	0	0	1
GB_GCA_903826205.1	1	0	0
GB_GCA_903907025.1	1	0	0
GB_GCA_903908495.1	1	0	0
GB_GCA_903923245.1	1	0	0
GB_GCA_903875675.1	1	0	0
GB_GCA_017798145.1	1	1	0
GB_GCA_905478925.1	1	0	0
GB_GCA_905182475.1	1	0	1
GB_GCA_004293105.1			
RS_GCF_012913485.1	0	0	1
GB_GCA_000739615.1			
RS_GCF_016595525.1			
RS_GCF_014201715.1			
GB_GCA_013001695.1			
GB_GCA_002501065.1	1	0	0
GB_GCA_002729275.1	1	0	0
GB_GCA_002313665.1	1	0	0
GB_GCA_002480375.1	1	0	0
GB_GCA_002420305.1	1	0	0
GB_GCA_002323615.1	1	0	0
RS_GCF_014651675.1			
RS_GCF_016595415.1			
GB_GCA_018222765.1	1	0	0
GB_GCA_016776815.1	1	0	0
GB_GCA_018222685.1	1	0	0
GB_GCA_002420315.1	1	0	0
GB_GCA_002364575.1	1	0	0
GB_GCA_018700635.1	1	0	0
RS_GCF_900141815.1			
RS_GCF_002954445.1	1	0	0
RS_GCF_000378105.1			
RS_GCF_016595495.1			
GB_GCA_013391475.1			
GB_GCA_016595575.1	0	0	1
GB_GCA_013041925.1			
GB_GCA_017857425.1			
GB_GCA_002387565.1	1	0	0
GB_GCA_002386905.1	1	0	0
GB_GCA_007135855.1	1	0	1
GB_GCA_016795485.1	0	0	1
GB_GCA_903854655.1	1	0	0
GB_GCA_016795365.1	0	0	1
GB_GCA_014879935.1			
GB_GCA_016795375.1	0	0	1
GB_GCA_002336895.1	1	0	0
RS_GCF_014203095.1			
GB_GCA_017301975.1	0	0	1
GB_GCA_002482965.1	1	0	0
GB_GCA_903905305.1	1	0	0
GB_GCA_903838675.1	1	0	0
GB_GCA_015075365.1	0	0	1
GB_GCA_016713035.1	0	0	1
GB_GCA_016713245.1	0	0	1
