node	Africa	Albania	EastEurope	Greece	WestEurope
00GAAJ3391	1.0	0.0	0.0	0.0	0.0
node_17	0.9999037762510282	1.2098390241329214e-06	1.8813375435665113e-06	8.513292779230886e-06	8.461927962480589e-05
node_18	0.9952321182098107	3.661993159425724e-05	0.0001595587875692983	0.0009074228609413721	0.003664280210084159
node_19	0.0008713800776555009	1.925713865088934e-05	0.9988232497472803	0.00013515749009817445	0.00015095554631513466
99SDAY2494	1.0	0.0	0.0	0.0	0.0
node_20	0.9999995004974036	7.00848690141178e-09	1.002493123069825e-08	4.9187326998238884e-08	4.332818512233819e-07
node_21	0.9976639632108718	1.7049992373707463e-05	2.4335960933000363e-05	0.0012973371563158736	0.0009973136795054175
node_22	0.9999903925445425	3.657673833620319e-07	5.220829847442515e-07	4.4626468766441555e-06	4.256958212767995e-06
00KEAF7081	1.0	0.0	0.0	0.0	0.0
node_23	0.999999956383154	1.561009574645168e-09	2.22804980783588e-09	1.0974829472073889e-08	2.8852957299197183e-08
98CMAJ6934	1.0	0.0	0.0	0.0	0.0
node_24	0.9980952227536094	2.143227003102089e-05	3.072259311280318e-05	0.00015043583345485548	0.0017021865497918284
node_25	0.09520335707883269	0.0020480047131588206	0.039955243520712724	0.40726830519457496	0.45552508949272075
node_26	0.9924025357832116	9.568006665799793e-05	0.00020451111091772858	0.001083410288459082	0.006213862750753674
00CZAY4248	0.0	0.0	1.0	0.0	0.0
node_27	2.09953468194325e-06	7.940264900531062e-08	0.9999966414039141	5.572866211206568e-07	6.223721337977428e-07
90UGAF7846	1.0	0.0	0.0	0.0	0.0
node_28	0.9999988433222979	6.617063135975243e-08	9.444579854563747e-08	4.644009814294475e-07	5.316602907820031e-07
99ESAY7467	0.0	0.0	0.0	0.0	1.0
node_29	0.9844950944117132	0.00012134302166647832	0.00017319317274763177	0.013329503361645288	0.0018808660322274945
97CMAJ6931	1.0	0.0	0.0	0.0	0.0
node_30	0.9999540099792518	2.6210271170170694e-06	3.740995439505822e-06	1.8793940055409777e-05	2.08340581363767e-05
98SDAY2482	1.0	0.0	0.0	0.0	0.0
node_31	0.999999956383154	1.561009574645168e-09	2.22804980783588e-09	1.0974829472073889e-08	2.8852957299197183e-08
00GAAJ3398	1.0	0.0	0.0	0.0	0.0
03ESAY2099	0.0	0.0	0.0	0.0	1.0
node_32	0.006538788949048557	0.0002247765530601023	0.002813637489194556	0.2734245924256835	0.7169982045830132
node_33	0.03832913695452283	0.0022318900217817867	0.10941454354820511	0.6656538263981663	0.18437060307732386
00SEAY5240	0.0	0.0	0.0	0.0	1.0
node_34	0.9998528687449271	4.353960627139301e-06	7.036134640502731e-06	3.553856283582679e-05	0.00010020259696937507
node_35	2.325744166914034e-09	1.4130930740537586e-09	0.9999999752690848	9.917420076016555e-09	1.1074657793054226e-08
node_36	2.39051463016173e-09	1.1488277830366546e-09	0.9999999791698828	8.287190043174872e-09	9.003584667784631e-09
99UGAF4478	1.0	0.0	0.0	0.0	0.0
node_37	0.9999982937632954	7.937815014727939e-08	1.1329639634649397e-07	5.570944367806811e-07	9.56467721294724e-07
node_38	0.1960367158557054	0.002152959395971464	0.0030729177892100967	0.7816821508385688	0.017055256120544367
node_39	0.9865249311336722	0.00016096973652117246	0.00022975207319412495	0.009131491126815078	0.003952855929797384
97CMAJ6930	1.0	0.0	0.0	0.0	0.0
92UGAB8332	1.0	0.0	0.0	0.0	0.0
node_40	0.9999636493184726	1.6209691263247698e-07	2.3136083224353113e-07	1.1376350010679127e-06	3.481958878144635e-05
node_41	0.9999984570836069	2.56475497533643e-08	3.660670445226917e-08	2.224537210795638e-07	1.2582084178422144e-06
node_42	0.00653878894904855	0.00022477655306010202	0.0028136374891945524	0.27342459242568434	0.7169982045830124
node_43	0.0003703407243505683	5.086777427148263e-05	0.00019083101055884577	0.013249976733772508	0.9861379837570465
02GRAY0270	0.0	0.0	0.0	1.0	0.0
97YUAF9960	0.0	0.0	1.0	0.0	0.0
98CMAJ6932	1.0	0.0	0.0	0.0	0.0
node_44	0.9999464157773417	2.4515268601322318e-06	3.627269296681238e-06	1.7982596208544677e-05	2.952283029303092e-05
00CZAY4362	0.0	0.0	1.0	0.0	0.0
node_45	2.325744166914034e-09	1.4130930740537586e-09	0.9999999752690848	9.917420076016555e-09	1.1074657793054226e-08
00UAAF3968	0.0	0.0	1.0	0.0	0.0
node_46	2.39051463016173e-09	1.1488277830366546e-09	0.9999999791698828	8.287190043174872e-09	9.003584667784631e-09
00KEAF7083	1.0	0.0	0.0	0.0	0.0
node_47	0.9999854705689587	3.528532805315792e-07	5.036272879697395e-07	2.476406910515951e-06	1.1196543562271146e-05
02GRAY0300	0.0	0.0	0.0	1.0	0.0
02GRAY0299	0.0	0.0	0.0	1.0	0.0
node_48	0.3253671675260636	0.005660124446395087	0.008078692422033854	0.35753381570707643	0.30336019989843094
node_49	0.9995455703748973	5.5751857567105565e-06	7.957460814769412e-06	0.00022044048551008173	0.0002204564930210058
node_50	0.9825398328418032	5.052172706890551e-05	7.210963230891664e-05	0.00035457330609654477	0.01698296249272224
node_51	0.9999974257959303	3.6230162750831054e-08	5.171129069747561e-08	2.542717720760569e-07	2.231990844164619e-06
node_52	0.9998356519412739	1.968192879726378e-07	2.8092005632610916e-07	1.383459353292978e-06	0.00016248686002863228
node_53	0.9999508735956268	3.400179743820149e-08	4.8497911755482764e-08	4.850017878395236e-05	5.437258800870912e-07
03ESAY2111	0.0	0.0	0.0	0.0	1.0
00GRAF5753	0.0	0.0	0.0	1.0	0.0
98FRAJ0552	0.0	0.0	0.0	0.0	1.0
97FRAJ0558	0.0	0.0	0.0	0.0	1.0
98CMAJ6933	1.0	0.0	0.0	0.0	0.0
96CMAJ6134	1.0	0.0	0.0	0.0	0.0
00CZAY4336	0.0	0.0	1.0	0.0	0.0
00CZAY4296	0.0	0.0	1.0	0.0	0.0
97BYAF3275	0.0	0.0	1.0	0.0	0.0
node_54	3.119690554004922e-07	2.082794668146069e-07	0.9999829254466214	1.4921983461866364e-05	1.6323213946480324e-06
00KEAF7079	1.0	0.0	0.0	0.0	0.0
node_55	0.9990535572528918	1.820939524177761e-05	2.5990259471881274e-05	0.000127797797841009	0.0007744452945537021
99ESAY7468	0.0	0.0	0.0	0.0	1.0
02GRAY0303	0.0	0.0	0.0	1.0	0.0
node_56	0.9999800344493909	6.472960800939598e-07	9.238853601602629e-07	8.987907866340104e-06	9.406461302474544e-06
node_57	0.9981737766435184	5.535420596279471e-05	7.900702780971369e-05	0.0005389699102221018	0.0011528922124869776
98UGAF4507	1.0	0.0	0.0	0.0	0.0
node_58	0.18048204220765052	0.00045249186524241685	0.0006458413818795329	0.0031756938192089514	0.8152439307260186
95SEAF7771	0.0	0.0	0.0	0.0	1.0
node_59	0.9999974257959303	3.6230162750831054e-08	5.171129069747561e-08	2.542717720760569e-07	2.231990844164619e-06
node_60	0.37066249395002593	0.0018567178520257218	0.002650092334079425	0.013030881248849869	0.611799814615019
node_61	0.9998356519412739	1.968192879726378e-07	2.8092005632610916e-07	1.383459353292978e-06	0.00016248686002863228
node_62	0.9999508735956268	3.400179743820149e-08	4.8497911755482764e-08	4.850017878395236e-05	5.437258800870912e-07
node_63	0.9335340206645746	3.40756572589382e-05	4.8506993986228246e-05	0.06503546673032798	0.0013479299538521352
02SIAJ1139	0.0	0.0	1.0	0.0	0.0
node_64	1.230310621462874e-05	8.213958179161888e-06	0.9989944000466322	0.0009207087100164968	6.43741789576509e-05
95SEAF9673	0.0	0.0	0.0	0.0	1.0
node_65	0.9996236826797886	1.373960529572631e-05	1.9610530823597704e-05	9.642776581453448e-05	0.00024653941827746534
96SNAY1630	1.0	0.0	0.0	0.0	0.0
01SNAY1629	1.0	0.0	0.0	0.0	0.0
01SNAY1631	1.0	0.0	0.0	0.0	0.0
99DEAF7536	0.0	0.0	0.0	0.0	1.0
94SEAF9670	0.0	0.0	0.0	0.0	1.0
node_66	0.0809976373811979	0.0005112260727071656	0.0007296726827854011	0.0035879042342841024	0.9141735596290255
node_67	0.9999991499346165	4.890661200001314e-08	6.980437948916462e-08	3.432380499697407e-07	3.881163422100363e-07
node_68	0.999993873171138	3.512826430101296e-07	5.013855165562288e-07	2.465383809049155e-06	2.808776893377235e-06
94SEAF9671	0.0	0.0	0.0	0.0	1.0
99BEAF8999	0.0	0.0	0.0	0.0	1.0
node_69	0.9999975255410712	4.135773227586061e-08	5.902986773692169e-08	2.902815936503078e-07	2.0837897349748944e-06
node_70	0.9839230112415897	0.00017558693407149602	0.00025061513112410185	0.0012323114635088052	0.014418475229705971
01TZAY3305	1.0	0.0	0.0	0.0	0.0
node_71	0.9998911445260016	1.316009184707796e-06	1.8783273105824817e-06	9.524728998337837e-05	1.041384751966462e-05
00KEAF7086	1.0	0.0	0.0	0.0	0.0
node_72	0.9335340206645746	3.40756572589382e-05	4.8506993986228246e-05	0.06503546673032798	0.0013479299538521352
03RUAY0393	0.0	0.0	1.0	0.0	0.0
02GRAY0302	0.0	0.0	0.0	1.0	0.0
98UGAF4508	1.0	0.0	0.0	0.0	0.0
98UGAF4509	1.0	0.0	0.0	0.0	0.0
00ITAY0121	0.0	0.0	0.0	0.0	1.0
node_73	8.929621235290747e-05	3.5556533168379648e-06	5.0749819566380935e-06	2.4954407202733557e-05	0.9998771187451709
node_74	0.9999376050766713	3.6102237875533397e-06	5.152870358449976e-06	2.53373955387622e-05	2.829443364398621e-05
node_75	0.9999991499346165	4.890661200001314e-08	6.980437948916462e-08	3.432380499697407e-07	3.881163422100363e-07
99KEAF7063	1.0	0.0	0.0	0.0	0.0
00KEAF7055	1.0	0.0	0.0	0.0	0.0
node_76	0.9999767348015601	1.3353266489010561e-06	1.9059109664300414e-06	9.371637447519735e-06	1.0652323377068811e-05
node_77	0.9999924969597616	4.3181811564369443e-07	6.163337508362005e-07	3.0306011533350508e-06	3.4242872186344327e-06
01TZAY3314	1.0	0.0	0.0	0.0	0.0
00SEAY5249	0.0	0.0	0.0	0.0	1.0
01TZAY3306	1.0	0.0	0.0	0.0	0.0
node_78	0.997200271522434	4.679990793977319e-05	6.679747147484084e-05	0.002319263584384867	0.000366867513766608
node_79	0.7002584000694717	0.00230864170429885	0.0032950265704675364	0.17761885043414288	0.11651908122161896
node_80	0.0008838057282862054	1.0266508581626469e-05	3.8304557514275485e-06	0.9990800452631623	2.205204421852554e-05
98ITAF5286	0.0	0.0	0.0	0.0	1.0
98ITAF5285	0.0	0.0	0.0	0.0	1.0
92UGU51190	1.0	0.0	0.0	0.0	0.0
99UGAF4493	1.0	0.0	0.0	0.0	0.0
00KEAF7089	1.0	0.0	0.0	0.0	0.0
91UGAF7368	1.0	0.0	0.0	0.0	0.0
00KEAF7068	1.0	0.0	0.0	0.0	0.0
97TZAF1872	1.0	0.0	0.0	0.0	0.0
00KEAF7084	1.0	0.0	0.0	0.0	0.0
node_81	0.99999958262976	2.4145013244088508e-08	3.446216366940536e-08	1.69455818095766e-07	1.8930724497282666e-07
99KEAF7065	1.0	0.0	0.0	0.0	0.0
02GRAY0287	0.0	0.0	0.0	1.0	0.0
95SEAF9669	0.0	0.0	0.0	0.0	1.0
02GRAY0290	0.0	0.0	0.0	1.0	0.0
node_82	0.0008838057282862054	1.0266508581626469e-05	3.8304557514275485e-06	0.9990800452631623	2.205204421852554e-05
node_83	1.5861100216005998e-05	5.544375055775511e-05	4.857027188316296e-07	0.9999255247109008	2.6847356067550063e-06
node_84	0.9999827752667928	9.966449050948587e-07	1.422510706142094e-06	6.994687307897866e-06	7.810890288043262e-06
node_85	0.9999991722413395	4.78897292306569e-08	6.835298329084575e-08	3.36195274433286e-07	3.7532067344580817e-07
02GRAY0283	0.0	0.0	0.0	1.0	0.0
node_86	0.0003859943101668425	1.3619722124993186e-05	1.4883144225131906e-05	0.9995033517193662	8.215110411685322e-05
node_87	8.245419999184192e-06	1.0549765387962694e-05	6.211862996870172e-06	0.9999408821863371	3.411076527878868e-05
node_88	1.5861100216005998e-05	5.544375055775511e-05	4.857027188316296e-07	0.9999255247109008	2.6847356067550063e-06
00KEAF7070	1.0	0.0	0.0	0.0	0.0
00KEAF7053	1.0	0.0	0.0	0.0	0.0
node_89	0.9999987917999921	6.496988105074468e-08	9.273147426832656e-08	5.413187094484055e-07	5.091799431919146e-07
node_90	0.9999705631893552	1.7032507049615359e-06	2.431048762368627e-06	1.195384715273877e-05	1.3348664024755652e-05
02GRAY0291	0.0	0.0	0.0	1.0	0.0
00GRAY6884	0.0	0.0	0.0	1.0	0.0
02GRAY0295	0.0	0.0	0.0	1.0	0.0
node_91	6.064867354190094e-06	5.27478515169642e-06	5.379549691253388e-06	0.999953741702334	2.953909546881068e-05
node_92	6.016082742784116e-07	1.0712230319464289e-06	3.552541535353769e-07	0.9999960209817663	1.950932773897497e-06
node_93	5.705574522955391e-17	0.9999999999999932	5.42790298386119e-17	6.424342200820664e-15	2.980412383433116e-16
node_94	0.999989706066945	2.2872873087173522e-07	3.264643874704492e-07	7.946154202438426e-06	1.7925857343275645e-06
node_95	0.9999792653622799	1.1992308960293242e-06	1.711661575770283e-06	8.42516996589422e-06	9.398575282411823e-06
00KEAF7077	1.0	0.0	0.0	0.0	0.0
93RWAY3406	1.0	0.0	0.0	0.0	0.0
node_96	8.195561711052351e-05	5.478539253163838e-05	7.807395757589031e-05	0.9993564881307959	0.00042869690198601523
node_97	5.076449073608366e-05	3.459545273541638e-05	4.814469372901703e-05	0.9996021370268396	0.0002643583359599654
node_98	6.016082742784116e-07	1.0712230319464289e-06	3.552541535353769e-07	0.9999960209817663	1.950932773897497e-06
node_99	1.4000669375751648e-09	1.590966396843098e-08	1.3199067080950052e-09	0.9999999741228596	7.247502871735609e-09
node_100	0.0	1.0	0.0	0.0	0.0
node_101	5.705574522955391e-17	0.9999999999999932	5.42790298386119e-17	6.424342200820664e-15	2.980412383433116e-16
node_102	0.99456612558666	9.128986259375262e-05	0.0001302979689536393	0.004496832494561686	0.0007154540872309256
node_103	0.9999846206704938	5.06776247624647e-07	7.233214499761716e-07	1.017754067687848e-05	3.971691131668151e-06
98UGAF4512	1.0	0.0	0.0	0.0	0.0
node_104	0.9998037534626109	1.1355020884730711e-05	1.6207014849947114e-05	7.969328322404082e-05	8.899121843053434e-05
02GRAY0282	0.0	0.0	0.0	1.0	0.0
02GRAY0281	0.0	0.0	0.0	1.0	0.0
02GRAY0294	0.0	0.0	0.0	1.0	0.0
02GRAY0272	0.0	0.0	0.0	1.0	0.0
02GRAY0297	0.0	0.0	0.0	1.0	0.0
node_105	1.7073228238134536e-05	1.14073810033581e-05	1.6266442992916706e-05	0.9998659354114457	8.931753631990578e-05
02GRAY0275	0.0	0.0	0.0	1.0	0.0
node_106	1.4000669375751648e-09	1.590966396843098e-08	1.3199067080950052e-09	0.9999999741228596	7.247502871735609e-09
node_107	2.232087176971518e-08	0.9999997350318636	2.1269829234835275e-08	1.0458677181372095e-07	1.1679066360720127e-07
node_108	0.0	1.0	0.0	0.0	0.0
node_109	5.705574522955391e-17	0.9999999999999932	5.42790298386119e-17	6.424342200820664e-15	2.980412383433116e-16
node_110	5.705574522955404e-17	0.9999999999999932	5.427902983861202e-17	6.4243422008206774e-15	2.9804123834331226e-16
00KEAF7067	1.0	0.0	0.0	0.0	0.0
02GRAY0301	0.0	0.0	0.0	1.0	0.0
99KEAF7075	1.0	0.0	0.0	0.0	0.0
node_111	0.9995501923195019	7.991126266365871e-06	1.1405729974565834e-05	0.0003677830166734944	6.262780758354395e-05
00KEAF7066	1.0	0.0	0.0	0.0	0.0
00KEAF7052	1.0	0.0	0.0	0.0	0.0
02GRAY0274	0.0	0.0	0.0	1.0	0.0
02GRAY0273	0.0	0.0	0.0	1.0	0.0
node_112	1.9306323726718325e-06	0.0002548812670444131	1.8397218827447231e-06	0.9997312466361242	1.0101742576057085e-05
node_113	1.4000669375751648e-09	1.590966396843098e-08	1.3199067080950052e-09	0.9999999741228596	7.247502871735609e-09
01ALAY1690	0.0	1.0	0.0	0.0	0.0
node_114	2.4113976810385103e-08	0.9999997137461492	2.2978500760242196e-08	1.1298855242790932e-07	1.2617282079970817e-07
01ALAY1656	0.0	1.0	0.0	0.0	0.0
02ALAY1658	0.0	1.0	0.0	0.0	0.0
node_115	3.2444303852967484e-13	0.9999999999961486	3.0916570361378516e-13	1.5202116835639317e-12	1.6976002623709244e-12
node_116	5.705574522955357e-17	0.9999999999999932	5.4279029838611576e-17	6.424342200820678e-15	2.980412383433098e-16
node_117	3.844595134238581e-08	0.9999995436131623	3.6635612993074715e-08	1.801425133430191e-07	2.0116275997694537e-07
node_118	9.369491985821602e-09	0.9999998887759914	8.928302470066131e-09	4.3901731564999803e-08	4.902448246538136e-08
00KEAF7080	1.0	0.0	0.0	0.0	0.0
node_119	0.9926570351707323	9.852299181303565e-05	0.0001406218101740598	0.00633167868347614	0.0007721413438043236
node_120	5.807073489773627e-06	5.3524296369427444e-05	5.533630493063954e-06	0.9999047503467992	3.0384652848510602e-05
node_121	8.470418050164212e-05	0.018110230103370744	8.071563952097936e-05	0.9812811479709822	0.0004432021056244935
node_122	5.323425107817542e-05	3.5541547835567266e-05	5.072756246515686e-05	0.9995819562884337	0.00027854035018735933
node_123	7.787552564389174e-07	5.204772868390287e-07	7.420847950695295e-07	0.9999938839637382	4.074718923491599e-06
00ALAY1713	0.0	1.0	0.0	0.0	0.0
01ALAY1691	0.0	1.0	0.0	0.0	0.0
03ALAY1707	0.0	1.0	0.0	0.0	0.0
node_124	3.2444303852967484e-13	0.9999999999961486	3.0916570361378516e-13	1.5202116835639317e-12	1.6976002623709244e-12
node_125	0.0	1.0	0.0	0.0	0.0
node_126	1.4734145050089635e-08	0.9999998250928998	1.4040345393762815e-08	6.90383728192077e-08	7.70942369920992e-08
01ALAY1689	0.0	1.0	0.0	0.0	0.0
03ALAY1703	0.0	1.0	0.0	0.0	0.0
03ALAY1706	0.0	1.0	0.0	0.0	0.0
node_127	9.491719938229176e-09	0.9999998873250395	9.044774967299223e-09	4.447444336145628e-08	4.966402216707121e-08
00KEAF7069	1.0	0.0	0.0	0.0	0.0
02GRAY0314	0.0	0.0	0.0	1.0	0.0
02GRAY0298	0.0	0.0	0.0	1.0	0.0
node_128	1.06043265270156e-05	1.898474285104279e-05	1.0104991218537759e-05	0.9999048203679336	5.5485571469772e-05
02GRAY0280	0.0	0.0	0.0	1.0	0.0
node_129	0.0	1.0	0.0	0.0	0.0
02GRAY0289	0.0	0.0	0.0	1.0	0.0
02GRAY0288	0.0	0.0	0.0	1.0	0.0
node_130	2.3076893024647995e-05	1.5406945382359552e-05	2.1990251002685892e-05	0.9998187794777375	0.00012074643285276703
node_131	1.4503684400168259e-06	9.683476023602158e-07	1.3820736325531978e-06	0.9999886103719324	7.58883839257044e-06
01ALAY1692	0.0	1.0	0.0	0.0	0.0
node_132	3.2444303852967484e-13	0.9999999999961486	3.0916570361378516e-13	1.5202116835639317e-12	1.6976002623709244e-12
00ALAY1714	0.0	1.0	0.0	0.0	0.0
02ALAY1696	0.0	1.0	0.0	0.0	0.0
97ALAY1664	0.0	1.0	0.0	0.0	0.0
node_133	2.292891230364242e-10	0.9999999972781389	2.1849238428970767e-10	1.0743580912892633e-09	1.1997214586246825e-09
03ALAY1662	0.0	1.0	0.0	0.0	0.0
03ALAY1663	0.0	1.0	0.0	0.0	0.0
02GRAY0277	0.0	0.0	0.0	1.0	0.0
node_134	5.646503998225444e-05	3.807068074338024e-05	5.380622094491828e-05	0.9995562130793891	0.00029544497894044044
01ALAY1715	0.0	1.0	0.0	0.0	0.0
node_135	0.0	0.0	0.0	1.0	0.0
02GRAY0285	0.0	0.0	0.0	1.0	0.0
02GRAY0284	0.0	0.0	0.0	1.0	0.0
node_136	3.110324905869279e-05	2.076555634214764e-05	2.963866299203604e-05	0.9997557493764528	0.00016274315515429503
node_137	1.0236747265244595e-05	6.834399607992885e-06	9.754720527412715e-06	0.9999196118650738	5.356226752557587e-05
node_138	0.0	1.0	0.0	0.0	0.0
node_139	4.731624166638805e-13	0.9999999999943832	4.5088220149347576e-13	2.217051834399991e-12	2.4757524350433027e-12
03ALAY1704	0.0	1.0	0.0	0.0	0.0
node_140	2.292891230364242e-10	0.9999999972781389	2.1849238428970767e-10	1.0743580912892633e-09	1.1997214586246825e-09
02GRAY0279	0.0	0.0	0.0	1.0	0.0
02GRAY0278	0.0	0.0	0.0	1.0	0.0
02GRAY0293	0.0	0.0	0.0	1.0	0.0
02GRAY0292	0.0	0.0	0.0	1.0	0.0
02GRAY0271	0.0	0.0	0.0	1.0	0.0
02GRAY0276	0.0	0.0	0.0	1.0	0.0
02GRAY0286	0.0	0.0	0.0	1.0	0.0
02GRAY0296	0.0	0.0	0.0	1.0	0.0
01ALAY1654	0.0	1.0	0.0	0.0	0.0
node_141	0.0	1.0	0.0	0.0	0.0
node_142	4.731624166638805e-13	0.9999999999943832	4.5088220149347576e-13	2.217051834399991e-12	2.4757524350433027e-12
node_143	4.731624166638805e-13	0.9999999999943832	4.5088220149347576e-13	2.217051834399991e-12	2.4757524350433027e-12
node_144	0.0	1.0	0.0	0.0	0.0
node_145	0.0	1.0	0.0	0.0	0.0
02ALAY1659	0.0	1.0	0.0	0.0	0.0
node_146	7.768868954358912e-08	0.9999990777677727	7.4030493840849e-08	3.6401845454918996e-07	4.064945894667172e-07
99ALAY1712	0.0	1.0	0.0	0.0	0.0
01ALAY1655	0.0	1.0	0.0	0.0	0.0
02ALAY1653	0.0	1.0	0.0	0.0	0.0
node_147	4.5049752652426085e-08	0.9999994652203045	4.292845529845097e-08	2.1108531286473038e-07	2.3571617461445836e-07
00ALAY1705	0.0	1.0	0.0	0.0	0.0
01ALAY1652	0.0	1.0	0.0	0.0	0.0
node_148	0.0	1.0	0.0	0.0	0.0
node_149	0.0002849843706996308	0.11679208546863248	0.0002715650608056654	0.8811602264868602	0.0014911386130020863
02ALAY1698	0.0	1.0	0.0	0.0	0.0
01ALAY1657	0.0	1.0	0.0	0.0	0.0
98ALAY1709	0.0	1.0	0.0	0.0	0.0
node_150	2.901834700696347e-07	0.999996555270149	2.7651934560761315e-07	1.3596849030540291e-06	1.5183421322842675e-06
02ALAY1711	0.0	1.0	0.0	0.0	0.0
02ALAY1697	0.0	1.0	0.0	0.0	0.0
00GRAF5768	0.0	0.0	0.0	1.0	0.0
00GRAF5754	0.0	0.0	0.0	1.0	0.0
02ALAY1710	0.0	1.0	0.0	0.0	0.0
02ALAY1660	0.0	1.0	0.0	0.0	0.0
